designation,longitude,latitude,strength,eta at east limb,days from east limb,Timestamp,URL
FS-2014-096,74.2,-12.8,4504,2014-10-29.4,4.4,2014-10-25.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.25_12:00:00.txt
FS-2014-095,62.4,20.4,433,2014-10-30.1,5.1,2014-10-25.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.25_12:00:00.txt
FS-2014-097,58.8,-7.0,31,2014-10-30.5,5.5,2014-10-25.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.25_12:00:00.txt
FS-2014-098,32.2,25.1,626,2014-11-01.5,7.5,2014-10-25.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.25_12:00:00.txt
FS-2014-096,70.1,-11.0,4427,2014-10-30.2,4.2,2014-10-26.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.26_00:00:00.txt
FS-2014-095,60.8,20.3,493,2014-10-30.8,4.8,2014-10-26.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.26_00:00:00.txt
FS-2014-098,32.2,25.1,472,2014-11-02.0,7.0,2014-10-26.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.26_00:00:00.txt
FS-2014-096,67.5,-10.9,4317,2014-10-29.9,3.9,2014-10-26.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.26_12:00:00.txt
FS-2014-095,59.4,20.5,357,2014-10-30.4,4.4,2014-10-26.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.26_12:00:00.txt
FS-2014-098,32.5,25.6,747,2014-11-01.5,6.5,2014-10-26.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.26_12:00:00.txt
FS-2014-099,4.0,16.7,410,2014-11-03.5,8.5,2014-10-26.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.26_12:00:00.txt
FS-2014-096,64.8,-9.5,4448,2014-10-30.6,3.6,2014-10-27.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.27_00:00:00.txt
FS-2014-095,53.7,20.8,785,2014-10-31.3,4.3,2014-10-27.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.27_00:00:00.txt
FS-2014-098,27.8,26.0,708,2014-11-02.3,6.3,2014-10-27.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.27_00:00:00.txt
FS-2014-100,23.5,-18.2,663,2014-11-02.8,6.8,2014-10-27.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.27_00:00:00.txt
FS-2014-099,6.2,16.6,719,2014-11-03.9,7.9,2014-10-27.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.27_00:00:00.txt
FS-2014-096,58.1,-9.8,4303,2014-10-30.6,3.6,2014-10-27.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.27_12:00:00.txt
FS-2014-095,49.5,14.6,1445,2014-10-31.1,4.1,2014-10-27.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.27_12:00:00.txt
FS-2014-098,28.5,25.8,449,2014-11-01.8,5.8,2014-10-27.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.27_12:00:00.txt
FS-2014-100,23.1,-17.6,546,2014-11-02.3,6.3,2014-10-27.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.27_12:00:00.txt
FS-2014-099,7.6,18.7,1022,2014-11-03.3,7.3,2014-10-27.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.27_12:00:00.txt
FS-2014-095,49.2,15.8,1268,2014-10-31.6,3.6,2014-10-28.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.28_00:00:00.txt
FS-2014-096,43.7,-2.9,4890,2014-11-01.1,4.1,2014-10-28.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.28_00:00:00.txt
FS-2014-098,30.1,25.2,376,2014-11-02.1,5.1,2014-10-28.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.28_00:00:00.txt
FS-2014-100,21.9,-16.5,827,2014-11-02.9,5.9,2014-10-28.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.28_00:00:00.txt
FS-2014-099,10.5,23.2,351,2014-11-03.6,6.6,2014-10-28.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.28_00:00:00.txt
FS-2014-095,50.0,14.6,1680,2014-10-31.1,3.1,2014-10-28.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.28_12:00:00.txt
FS-2014-096,34.7,-0.5,4329,2014-11-01.3,4.3,2014-10-28.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.28_12:00:00.txt
FS-2014-098,29.1,24.1,184,2014-11-01.7,4.7,2014-10-28.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.28_12:00:00.txt
FS-2014-100,22.2,-16.5,802,2014-11-02.4,5.4,2014-10-28.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.28_12:00:00.txt
FS-2014-099,13.5,23.5,177,2014-11-02.9,5.9,2014-10-28.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.28_12:00:00.txt
FS-2014-101,327.1,-8.3,482,2014-11-06.4,9.4,2014-10-28.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.28_12:00:00.txt
FS-2014-095,50.9,14.5,2020,2014-10-31.5,2.5,2014-10-29.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.29_00:00:00.txt
FS-2014-098,31.2,22.0,18,2014-11-02.0,4.0,2014-10-29.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.29_00:00:00.txt
FS-2014-096,28.2,3.3,3865,2014-11-02.2,4.2,2014-10-29.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.29_00:00:00.txt
FS-2014-100,20.1,-14.8,715,2014-11-03.0,5.0,2014-10-29.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.29_00:00:00.txt
FS-2014-099,11.9,23.7,118,2014-11-03.5,5.5,2014-10-29.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.29_00:00:00.txt
FS-2014-101,326.3,-8.7,772,2014-11-07.0,9.0,2014-10-29.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.29_00:00:00.txt
FS-2014-102,315.4,24.4,467,2014-11-07.9,9.9,2014-10-29.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.29_00:00:00.txt
FS-2014-095,52.3,14.0,2348,2014-10-30.9,1.9,2014-10-29.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.29_12:00:00.txt
FS-2014-098,33.0,24.0,3,2014-11-01.4,3.4,2014-10-29.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.29_12:00:00.txt
FS-2014-096,22.7,6.2,3264,2014-11-02.1,4.1,2014-10-29.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.29_12:00:00.txt
FS-2014-099,17.2,27.3,51,2014-11-02.6,4.6,2014-10-29.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.29_12:00:00.txt
FS-2014-100,16.8,-15.5,999,2014-11-02.8,4.8,2014-10-29.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.29_12:00:00.txt
FS-2014-101,326.3,-8.1,1134,2014-11-06.5,8.5,2014-10-29.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.29_12:00:00.txt
FS-2014-102,315.4,24.6,510,2014-11-07.4,9.4,2014-10-29.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.29_12:00:00.txt
FS-2014-095,53.8,13.9,2296,2014-10-31.3,1.3,2014-10-30.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.30_00:00:00.txt
FS-2014-096,20.0,7.7,2857,2014-11-02.8,3.8,2014-10-30.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.30_00:00:00.txt
FS-2014-100,15.3,-15.3,989,2014-11-03.4,4.4,2014-10-30.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.30_00:00:00.txt
FS-2014-101,324.0,-8.5,1677,2014-11-07.1,8.1,2014-10-30.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.30_00:00:00.txt
FS-2014-102,316.6,23.6,722,2014-11-07.8,8.8,2014-10-30.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.30_00:00:00.txt
FS-2014-095,52.7,13.6,2004,2014-10-30.9,0.9,2014-10-30.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.30_12:00:00.txt
FS-2014-096,16.8,11.5,2428,2014-11-02.6,3.6,2014-10-30.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.30_12:00:00.txt
FS-2014-100,14.3,-15.1,1034,2014-11-03.0,4.0,2014-10-30.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.30_12:00:00.txt
FS-2014-101,322.6,-8.4,2030,2014-11-06.7,7.7,2014-10-30.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.30_12:00:00.txt
FS-2014-102,316.9,23.9,743,2014-11-07.2,8.2,2014-10-30.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.30_12:00:00.txt
FS-2014-095,48.6,15.0,950,2014-10-31.7,0.7,2014-10-31.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.31_00:00:00.txt
FS-2014-096,15.7,11.7,2118,2014-11-03.2,3.2,2014-10-31.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.31_00:00:00.txt
FS-2014-100,13.4,-14.9,834,2014-11-03.5,3.5,2014-10-31.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.31_00:00:00.txt
FS-2014-101,321.0,-9.1,2549,2014-11-07.4,7.4,2014-10-31.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.31_00:00:00.txt
FS-2014-102,316.8,22.9,1378,2014-11-07.7,7.7,2014-10-31.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.31_00:00:00.txt
FS-2014-095,40.0,18.6,190,2014-10-31.8,0.8,2014-10-31.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.31_12:00:00.txt
FS-2014-096,13.9,13.8,1715,2014-11-02.8,2.8,2014-10-31.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.31_12:00:00.txt
FS-2014-100,12.3,-14.7,755,2014-11-03.1,3.1,2014-10-31.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.31_12:00:00.txt
FS-2014-101,320.6,-7.4,3366,2014-11-06.9,6.9,2014-10-31.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.31_12:00:00.txt
FS-2014-102,313.3,23.4,1454,2014-11-07.5,7.5,2014-10-31.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.31_12:00:00.txt
FS-2014-103,255.0,-13.0,979,2014-11-11.9,11.9,2014-10-31.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.10.31_12:00:00.txt
FS-2014-095,32.0,19.6,62,2014-11-01.9,0.9,2014-11-01.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.01_00:00:00.txt
FS-2014-096,14.5,12.4,1478,2014-11-03.3,2.3,2014-11-01.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.01_00:00:00.txt
FS-2014-100,12.6,-15.3,621,2014-11-03.6,2.6,2014-11-01.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.01_00:00:00.txt
FS-2014-101,321.0,-9.9,3816,2014-11-07.4,6.4,2014-11-01.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.01_00:00:00.txt
FS-2014-102,312.5,19.5,2331,2014-11-08.0,7.0,2014-11-01.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.01_00:00:00.txt
FS-2014-103,252.5,-13.1,1600,2014-11-12.6,11.6,2014-11-01.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.01_00:00:00.txt
FS-2014-095,31.5,19.1,54,2014-11-01.5,0.5,2014-11-01.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.01_12:00:00.txt
FS-2014-096,13.7,13.2,1171,2014-11-02.8,1.8,2014-11-01.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.01_12:00:00.txt
FS-2014-100,10.6,-15.0,364,2014-11-03.2,2.2,2014-11-01.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.01_12:00:00.txt
FS-2014-101,319.5,-6.4,5447,2014-11-07.0,6.0,2014-11-01.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.01_12:00:00.txt
FS-2014-102,307.6,22.6,1811,2014-11-07.9,6.9,2014-11-01.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.01_12:00:00.txt
FS-2014-103,253.3,-14.0,2360,2014-11-12.1,11.1,2014-11-01.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.01_12:00:00.txt
FS-2014-096,10.8,15.6,806,2014-11-03.6,1.6,2014-11-02.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.02_00:00:00.txt
FS-2014-100,10.0,-15.7,275,2014-11-03.8,1.8,2014-11-02.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.02_00:00:00.txt
FS-2014-101,319.6,-5.4,6795,2014-11-07.5,5.5,2014-11-02.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.02_00:00:00.txt
FS-2014-102,303.1,22.8,1602,2014-11-08.7,6.7,2014-11-02.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.02_00:00:00.txt
FS-2014-104,303.0,42.2,405,2014-11-09.1,7.1,2014-11-02.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.02_00:00:00.txt
FS-2014-103,252.8,-13.7,3466,2014-11-12.6,10.6,2014-11-02.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.02_00:00:00.txt
FS-2014-096,7.1,17.1,562,2014-11-03.3,1.3,2014-11-02.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.02_12:00:00.txt
FS-2014-100,9.9,-20.5,81,2014-11-03.4,1.4,2014-11-02.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.02_12:00:00.txt
FS-2014-105,349.6,23.2,623,2014-11-04.7,2.7,2014-11-02.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.02_12:00:00.txt
FS-2014-101,319.4,-5.5,6905,2014-11-07.0,5.0,2014-11-02.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.02_12:00:00.txt
FS-2014-102,302.7,22.1,1405,2014-11-08.3,6.3,2014-11-02.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.02_12:00:00.txt
FS-2014-104,300.3,42.4,455,2014-11-08.8,6.8,2014-11-02.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.02_12:00:00.txt
FS-2014-103,252.3,-14.2,4565,2014-11-12.2,10.2,2014-11-02.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.02_12:00:00.txt
FS-2014-096,7.3,17.3,704,2014-11-03.8,0.8,2014-11-03.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.03_00:00:00.txt
FS-2014-100,8.8,-20.1,49,2014-11-03.9,0.9,2014-11-03.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.03_00:00:00.txt
FS-2014-105,344.6,23.9,1025,2014-11-05.5,2.5,2014-11-03.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.03_00:00:00.txt
FS-2014-101,319.3,-4.5,7933,2014-11-07.5,4.5,2014-11-03.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.03_00:00:00.txt
FS-2014-104,300.5,42.4,496,2014-11-09.2,6.2,2014-11-03.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.03_00:00:00.txt
FS-2014-102,295.8,22.2,985,2014-11-09.3,6.3,2014-11-03.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.03_00:00:00.txt
FS-2014-103,251.6,-14.2,5448,2014-11-12.7,9.7,2014-11-03.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.03_00:00:00.txt
FS-2014-100,8.9,-20.0,26,2014-11-03.4,0.4,2014-11-03.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.03_12:00:00.txt
FS-2014-096,5.7,17.6,581,2014-11-03.4,0.4,2014-11-03.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.03_12:00:00.txt
FS-2014-105,344.8,23.5,897,2014-11-05.0,2.0,2014-11-03.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.03_12:00:00.txt
FS-2014-101,318.5,-6.0,7010,2014-11-07.1,4.1,2014-11-03.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.03_12:00:00.txt
FS-2014-102,300.9,25.2,1563,2014-11-08.4,5.4,2014-11-03.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.03_12:00:00.txt
FS-2014-104,300.5,42.1,478,2014-11-08.7,5.7,2014-11-03.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.03_12:00:00.txt
FS-2014-103,251.8,-14.4,6408,2014-11-12.2,9.2,2014-11-03.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.03_12:00:00.txt
FS-2014-096,1.9,16.9,327,2014-11-04.2,0.2,2014-11-04.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.04_00:00:00.txt
FS-2014-105,344.0,23.5,1088,2014-11-05.6,1.6,2014-11-04.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.04_00:00:00.txt
FS-2014-101,318.7,-6.9,6975,2014-11-07.6,3.6,2014-11-04.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.04_00:00:00.txt
FS-2014-104,299.3,42.0,359,2014-11-09.2,5.2,2014-11-04.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.04_00:00:00.txt
FS-2014-102,292.0,25.4,2582,2014-11-09.6,5.6,2014-11-04.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.04_00:00:00.txt
FS-2014-103,251.2,-14.8,7135,2014-11-12.8,8.8,2014-11-04.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.04_00:00:00.txt
FS-2014-096,358.0,17.0,3,2014-11-04.0,0.0,2014-11-04.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.04_12:00:00.txt
FS-2014-105,344.4,23.1,867,2014-11-05.0,1.0,2014-11-04.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.04_12:00:00.txt
FS-2014-101,317.3,-7.5,6004,2014-11-07.2,3.2,2014-11-04.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.04_12:00:00.txt
FS-2014-104,297.8,42.0,419,2014-11-08.8,4.8,2014-11-04.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.04_12:00:00.txt
FS-2014-102,291.3,25.4,2223,2014-11-09.2,5.2,2014-11-04.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.04_12:00:00.txt
FS-2014-103,251.0,-14.7,7605,2014-11-12.3,8.3,2014-11-04.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.04_12:00:00.txt
FS-2014-105,342.6,23.6,932,2014-11-05.7,0.7,2014-11-05.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.05_00:00:00.txt
FS-2014-101,319.1,-8.1,5468,2014-11-07.6,2.6,2014-11-05.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.05_00:00:00.txt
FS-2014-104,297.3,41.8,217,2014-11-09.3,4.3,2014-11-05.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.05_00:00:00.txt
FS-2014-102,290.4,25.0,2370,2014-11-09.7,4.7,2014-11-05.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.05_00:00:00.txt
FS-2014-103,250.7,-14.6,7828,2014-11-12.8,7.8,2014-11-05.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.05_00:00:00.txt
FS-2014-105,339.4,22.9,477,2014-11-05.4,0.4,2014-11-05.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.05_12:00:00.txt
FS-2014-101,317.4,-9.0,4626,2014-11-07.2,2.2,2014-11-05.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.05_12:00:00.txt
FS-2014-104,299.7,43.1,366,2014-11-08.6,3.6,2014-11-05.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.05_12:00:00.txt
FS-2014-102,289.4,24.8,2039,2014-11-09.3,4.3,2014-11-05.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.05_12:00:00.txt
FS-2014-103,249.9,-14.3,8128,2014-11-12.4,7.4,2014-11-05.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.05_12:00:00.txt
FS-2014-105,336.1,22.1,198,2014-11-06.2,0.2,2014-11-06.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.06_00:00:00.txt
FS-2014-101,316.6,-9.6,3918,2014-11-07.8,1.8,2014-11-06.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.06_00:00:00.txt
FS-2014-104,302.2,44.1,322,2014-11-08.8,2.8,2014-11-06.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.06_00:00:00.txt
FS-2014-102,288.5,24.3,1372,2014-11-09.8,3.8,2014-11-06.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.06_00:00:00.txt
FS-2014-103,250.4,-14.4,8250,2014-11-12.8,6.8,2014-11-06.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.06_00:00:00.txt
FS-2014-101,314.7,-10.2,2976,2014-11-07.4,1.4,2014-11-06.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.06_12:00:00.txt
FS-2014-104,301.9,43.2,413,2014-11-08.3,2.3,2014-11-06.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.06_12:00:00.txt
FS-2014-102,288.4,24.5,1128,2014-11-09.3,3.3,2014-11-06.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.06_12:00:00.txt
FS-2014-103,249.4,-14.0,8526,2014-11-12.4,6.4,2014-11-06.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.06_12:00:00.txt
FS-2014-101,312.1,-9.6,2058,2014-11-08.1,1.1,2014-11-07.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.07_00:00:00.txt
FS-2014-104,303.1,43.7,288,2014-11-08.7,1.7,2014-11-07.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.07_00:00:00.txt
FS-2014-102,285.9,22.4,622,2014-11-10.0,3.0,2014-11-07.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.07_00:00:00.txt
FS-2014-103,249.4,-14.0,8237,2014-11-12.9,5.9,2014-11-07.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.07_00:00:00.txt
FS-2014-101,309.3,-10.0,1574,2014-11-07.9,0.9,2014-11-07.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.07_12:00:00.txt
FS-2014-104,300.9,42.6,254,2014-11-08.3,1.3,2014-11-07.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.07_12:00:00.txt
FS-2014-102,284.6,22.0,458,2014-11-09.6,2.6,2014-11-07.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.07_12:00:00.txt
FS-2014-103,248.6,-13.8,8434,2014-11-12.5,5.5,2014-11-07.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.07_12:00:00.txt
FS-2014-101,307.0,-10.8,1103,2014-11-08.5,0.5,2014-11-08.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.08_00:00:00.txt
FS-2014-104,300.1,41.8,259,2014-11-08.8,0.8,2014-11-08.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.08_00:00:00.txt
FS-2014-102,281.5,23.6,306,2014-11-10.3,2.3,2014-11-08.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.08_00:00:00.txt
FS-2014-103,248.3,-13.9,8255,2014-11-13.0,5.0,2014-11-08.0,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.08_00:00:00.txt
FS-2014-101,304.0,-11.8,530,2014-11-08.3,0.3,2014-11-08.5,http://jsoc.stanford.edu/data/farside/AR_Lists/2014/AR_LIST_2014.11.08_12:00:00.txt
