designation,longitude,latitude,strength,eta at east limb,days from east limb,Timestamp,URL
FS-2023-057,298.2,7.6,217,2023-06-11.9,3.9,2023-06-08.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.08_00:00:00.txt
FS-2023-060,298.5,40.2,197,2023-06-12.3,4.3,2023-06-08.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.08_00:00:00.txt
FS-2023-059,263.7,-1.1,12255,2023-06-14.5,6.5,2023-06-08.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.08_00:00:00.txt
FS-2023-061,239.4,26.8,104,2023-06-16.7,8.7,2023-06-08.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.08_00:00:00.txt
FS-2023-063,324.3,-37.4,1034,2023-06-09.6,1.6,2023-06-08.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.08_12:00:00.txt
FS-2023-058,317.8,27.8,42,2023-06-10.0,2.0,2023-06-08.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.08_12:00:00.txt
FS-2023-057,299.0,9.1,109,2023-06-11.4,3.4,2023-06-08.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.08_12:00:00.txt
FS-2023-060,302.0,38.2,507,2023-06-11.4,3.4,2023-06-08.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.08_12:00:00.txt
FS-2023-059,262.1,-0.6,13155,2023-06-14.1,6.1,2023-06-08.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.08_12:00:00.txt
FS-2023-061,235.0,19.0,15,2023-06-16.3,8.3,2023-06-08.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.08_12:00:00.txt
FS-2023-064,225.6,-41.7,480,2023-06-17.8,9.8,2023-06-08.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.08_12:00:00.txt
FS-2023-065,204.5,-14.9,852,2023-06-18.5,10.5,2023-06-08.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.08_12:00:00.txt
FS-2023-063,321.7,-37.6,891,2023-06-10.3,1.3,2023-06-09.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.09_00:00:00.txt
FS-2023-058,317.2,28.0,17,2023-06-10.6,1.6,2023-06-09.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.09_00:00:00.txt
FS-2023-060,302.9,37.6,884,2023-06-11.8,2.8,2023-06-09.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.09_00:00:00.txt
FS-2023-057,299.0,8.9,117,2023-06-11.9,2.9,2023-06-09.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.09_00:00:00.txt
FS-2023-059,259.9,2.0,13715,2023-06-14.8,5.8,2023-06-09.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.09_00:00:00.txt
FS-2023-064,224.8,-41.8,347,2023-06-18.3,9.3,2023-06-09.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.09_00:00:00.txt
FS-2023-065,205.9,-15.0,1341,2023-06-18.9,9.9,2023-06-09.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.09_00:00:00.txt
FS-2023-063,313.4,-39.3,978,2023-06-10.4,1.4,2023-06-09.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.09_12:00:00.txt
FS-2023-060,302.5,37.9,792,2023-06-11.3,2.3,2023-06-09.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.09_12:00:00.txt
FS-2023-057,299.6,10.8,20,2023-06-11.3,2.3,2023-06-09.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.09_12:00:00.txt
FS-2023-059,249.6,-0.0,16994,2023-06-15.0,6.0,2023-06-09.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.09_12:00:00.txt
FS-2023-064,223.9,-43.0,630,2023-06-17.9,8.9,2023-06-09.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.09_12:00:00.txt
FS-2023-065,203.0,-23.0,4,2023-06-18.8,9.8,2023-06-09.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.09_12:00:00.txt
FS-2023-063,308.9,-44.0,931,2023-06-11.3,1.3,2023-06-10.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.10_00:00:00.txt
FS-2023-060,302.3,38.3,771,2023-06-11.8,1.8,2023-06-10.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.10_00:00:00.txt
FS-2023-057,299.6,10.8,18,2023-06-11.8,1.8,2023-06-10.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.10_00:00:00.txt
FS-2023-059,247.2,0.9,16009,2023-06-15.7,5.7,2023-06-10.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.10_00:00:00.txt
FS-2023-064,223.0,-43.3,437,2023-06-18.4,8.4,2023-06-10.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.10_00:00:00.txt
FS-2023-063,306.1,-43.5,795,2023-06-11.0,1.0,2023-06-10.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.10_12:00:00.txt
FS-2023-060,300.9,39.3,460,2023-06-11.3,1.3,2023-06-10.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.10_12:00:00.txt
FS-2023-057,299.0,11.0,3,2023-06-11.4,1.4,2023-06-10.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.10_12:00:00.txt
FS-2023-066,260.7,44.2,509,2023-06-14.7,4.7,2023-06-10.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.10_12:00:00.txt
FS-2023-059,244.1,1.1,16817,2023-06-15.5,5.5,2023-06-10.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.10_12:00:00.txt
FS-2023-064,223.4,-43.6,505,2023-06-17.9,7.9,2023-06-10.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.10_12:00:00.txt
FS-2023-063,304.0,-42.7,588,2023-06-11.6,0.6,2023-06-11.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.11_00:00:00.txt
FS-2023-060,300.9,39.9,373,2023-06-11.8,0.8,2023-06-11.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.11_00:00:00.txt
FS-2023-059,239.8,2.9,15344,2023-06-16.3,5.3,2023-06-11.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.11_00:00:00.txt
FS-2023-064,224.2,-44.4,246,2023-06-18.3,7.3,2023-06-11.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.11_00:00:00.txt
FS-2023-063,299.4,-40.9,557,2023-06-11.4,0.4,2023-06-11.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.11_12:00:00.txt
FS-2023-060,296.0,42.3,156,2023-06-11.7,0.7,2023-06-11.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.11_12:00:00.txt
FS-2023-059,238.3,3.8,15937,2023-06-15.9,4.9,2023-06-11.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.11_12:00:00.txt
FS-2023-064,224.3,-44.3,292,2023-06-17.7,6.7,2023-06-11.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.11_12:00:00.txt
FS-2023-063,295.6,-40.9,186,2023-06-12.2,0.2,2023-06-12.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.12_00:00:00.txt
FS-2023-059,235.3,3.2,15181,2023-06-16.6,4.6,2023-06-12.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.12_00:00:00.txt
FS-2023-067,158.9,15.9,531,2023-06-22.5,10.5,2023-06-12.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.12_00:00:00.txt
FS-2023-063,290.6,-43.2,16,2023-06-12.1,0.1,2023-06-12.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.12_12:00:00.txt
FS-2023-059,231.8,4.0,15206,2023-06-16.4,4.4,2023-06-12.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.12_12:00:00.txt
FS-2023-067,158.7,16.0,586,2023-06-22.0,10.0,2023-06-12.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.12_12:00:00.txt
FS-2023-059,225.4,2.8,12938,2023-06-17.4,4.4,2023-06-13.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.13_00:00:00.txt
FS-2023-067,159.6,17.1,949,2023-06-22.5,9.5,2023-06-13.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.13_00:00:00.txt
FS-2023-001,213.2,26.5,2889,2023-06-18.0,5.0,2023-06-13.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.13_12:00:00.txt
FS-2023-002,210.5,-13.6,5102,2023-06-18.1,5.1,2023-06-13.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.13_12:00:00.txt
FS-2023-003,159.1,16.9,994,2023-06-22.0,9.0,2023-06-13.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.13_12:00:00.txt
FS-2023-002,211.8,-13.7,5151,2023-06-18.5,4.5,2023-06-14.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.14_00:00:00.txt
FS-2023-001,211.3,25.2,3563,2023-06-18.6,4.6,2023-06-14.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.14_00:00:00.txt
FS-2023-003,159.1,16.6,1152,2023-06-22.5,8.5,2023-06-14.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.14_00:00:00.txt
FS-2023-004,254.8,-31.5,606,2023-06-14.8,0.8,2023-06-14.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.14_12:00:00.txt
FS-2023-001,213.9,24.9,3565,2023-06-17.9,3.9,2023-06-14.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.14_12:00:00.txt
FS-2023-002,206.7,-13.2,5861,2023-06-18.4,4.4,2023-06-14.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.14_12:00:00.txt
FS-2023-003,167.1,18.9,1777,2023-06-21.4,7.4,2023-06-14.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.14_12:00:00.txt
FS-2023-004,252.3,-31.3,443,2023-06-15.5,0.5,2023-06-15.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.15_00:00:00.txt
FS-2023-001,212.4,26.7,3075,2023-06-18.5,3.5,2023-06-15.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.15_00:00:00.txt
FS-2023-002,209.8,-12.1,5467,2023-06-18.6,3.6,2023-06-15.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.15_00:00:00.txt
FS-2023-003,164.1,19.8,3057,2023-06-22.1,7.1,2023-06-15.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.15_00:00:00.txt
FS-2023-004,248.8,-32.2,272,2023-06-15.3,0.3,2023-06-15.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.15_12:00:00.txt
FS-2023-001,213.7,27.0,3041,2023-06-17.9,2.9,2023-06-15.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.15_12:00:00.txt
FS-2023-002,208.3,-13.3,4996,2023-06-18.3,3.3,2023-06-15.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.15_12:00:00.txt
FS-2023-003,155.0,22.2,4711,2023-06-22.4,7.4,2023-06-15.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.15_12:00:00.txt
FS-2023-004,244.6,-31.3,23,2023-06-16.1,0.1,2023-06-16.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.16_00:00:00.txt
FS-2023-002,212.8,-13.3,4128,2023-06-18.4,2.4,2023-06-16.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.16_00:00:00.txt
FS-2023-001,211.2,28.9,2684,2023-06-18.6,2.6,2023-06-16.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.16_00:00:00.txt
FS-2023-003,154.2,21.2,4863,2023-06-22.9,6.9,2023-06-16.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.16_00:00:00.txt
FS-2023-001,211.8,28.7,2590,2023-06-18.0,2.0,2023-06-16.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.16_12:00:00.txt
FS-2023-002,209.4,-15.2,3494,2023-06-18.2,2.2,2023-06-16.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.16_12:00:00.txt
FS-2023-003,149.5,21.8,5408,2023-06-22.8,6.8,2023-06-16.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.16_12:00:00.txt
FS-2023-005,105.2,-8.5,455,2023-06-26.0,10.0,2023-06-16.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.16_12:00:00.txt
FS-2023-001,209.7,29.7,1923,2023-06-18.7,1.7,2023-06-17.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.17_00:00:00.txt
FS-2023-002,207.9,-14.1,2446,2023-06-18.8,1.8,2023-06-17.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.17_00:00:00.txt
FS-2023-003,146.0,20.7,4922,2023-06-23.5,6.5,2023-06-17.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.17_00:00:00.txt
FS-2023-005,109.1,-10.2,915,2023-06-26.2,9.2,2023-06-17.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.17_00:00:00.txt
FS-2023-001,208.0,28.7,1499,2023-06-18.3,1.3,2023-06-17.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.17_12:00:00.txt
FS-2023-002,205.5,-15.6,2523,2023-06-18.5,1.5,2023-06-17.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.17_12:00:00.txt
FS-2023-003,141.6,20.9,5187,2023-06-23.3,6.3,2023-06-17.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.17_12:00:00.txt
FS-2023-005,110.0,-9.9,1551,2023-06-25.6,8.6,2023-06-17.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.17_12:00:00.txt
FS-2023-002,206.6,-17.2,2124,2023-06-18.9,0.9,2023-06-18.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.18_00:00:00.txt
FS-2023-001,203.8,30.3,975,2023-06-19.1,1.1,2023-06-18.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.18_00:00:00.txt
FS-2023-003,137.0,19.5,4614,2023-06-24.2,6.2,2023-06-18.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.18_00:00:00.txt
FS-2023-005,110.5,-10.3,1390,2023-06-26.1,8.1,2023-06-18.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.18_00:00:00.txt
FS-2023-002,204.9,-18.1,1901,2023-06-18.6,0.6,2023-06-18.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.18_12:00:00.txt
FS-2023-001,202.6,29.0,669,2023-06-18.7,0.7,2023-06-18.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.18_12:00:00.txt
FS-2023-003,133.5,19.4,4564,2023-06-23.9,5.9,2023-06-18.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.18_12:00:00.txt
FS-2023-005,111.1,-10.1,1978,2023-06-25.6,7.6,2023-06-18.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.18_12:00:00.txt
FS-2023-002,202.0,-18.1,724,2023-06-19.3,0.3,2023-06-19.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.19_00:00:00.txt
FS-2023-001,197.4,32.4,426,2023-06-19.5,0.5,2023-06-19.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.19_00:00:00.txt
FS-2023-003,129.3,18.2,3915,2023-06-24.7,5.7,2023-06-19.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.19_00:00:00.txt
FS-2023-005,111.1,-10.6,1844,2023-06-26.1,7.1,2023-06-19.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.19_00:00:00.txt
FS-2023-002,196.9,-16.1,138,2023-06-19.2,0.2,2023-06-19.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.19_12:00:00.txt
FS-2023-001,194.1,32.0,138,2023-06-19.3,0.3,2023-06-19.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.19_12:00:00.txt
FS-2023-003,127.8,18.6,3944,2023-06-24.3,5.3,2023-06-19.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.19_12:00:00.txt
FS-2023-005,111.4,-10.4,2441,2023-06-25.5,6.5,2023-06-19.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.19_12:00:00.txt
FS-2023-006,80.5,22.0,1057,2023-06-28.0,9.0,2023-06-19.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.19_12:00:00.txt
FS-2023-001,190.0,31.0,3,2023-06-20.1,0.1,2023-06-20.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.20_00:00:00.txt
FS-2023-003,125.4,17.8,3099,2023-06-25.0,5.0,2023-06-20.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.20_00:00:00.txt
FS-2023-005,111.2,-10.0,2327,2023-06-26.1,6.1,2023-06-20.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.20_00:00:00.txt
FS-2023-006,80.3,22.1,1095,2023-06-28.5,8.5,2023-06-20.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.20_00:00:00.txt
FS-2023-007,68.9,-16.4,554,2023-06-29.3,9.3,2023-06-20.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.20_00:00:00.txt
FS-2023-003,138.2,16.6,1451,2023-06-23.5,3.5,2023-06-20.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.20_12:00:00.txt
FS-2023-005,110.9,0.5,3931,2023-06-25.5,5.5,2023-06-20.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.20_12:00:00.txt
FS-2023-006,79.9,21.7,1240,2023-06-28.0,8.0,2023-06-20.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.20_12:00:00.txt
FS-2023-007,64.9,-14.8,898,2023-06-29.1,9.1,2023-06-20.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.20_12:00:00.txt
FS-2023-003,140.7,16.3,824,2023-06-23.8,2.8,2023-06-21.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.21_00:00:00.txt
FS-2023-005,109.9,-0.5,3339,2023-06-26.1,5.1,2023-06-21.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.21_00:00:00.txt
FS-2023-006,77.5,23.2,1359,2023-06-28.7,7.7,2023-06-21.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.21_00:00:00.txt
FS-2023-007,64.2,-12.9,1241,2023-06-29.6,8.6,2023-06-21.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.21_00:00:00.txt
FS-2023-008,52.3,26.2,413,2023-06-30.8,9.8,2023-06-21.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.21_00:00:00.txt
FS-2023-003,144.9,14.5,588,2023-06-23.0,2.0,2023-06-21.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.21_12:00:00.txt
FS-2023-005,109.5,0.6,3426,2023-06-25.6,4.6,2023-06-21.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.21_12:00:00.txt
FS-2023-006,76.4,21.4,1621,2023-06-28.3,7.3,2023-06-21.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.21_12:00:00.txt
FS-2023-007,63.2,-12.7,1246,2023-06-29.2,8.2,2023-06-21.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.21_12:00:00.txt
FS-2023-008,49.6,27.1,808,2023-06-30.5,9.5,2023-06-21.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.21_12:00:00.txt
FS-2023-003,143.1,14.8,401,2023-06-23.6,1.6,2023-06-22.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.22_00:00:00.txt
FS-2023-005,108.8,-3.5,2393,2023-06-26.2,4.2,2023-06-22.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.22_00:00:00.txt
FS-2023-006,84.2,27.9,2413,2023-06-28.3,6.3,2023-06-22.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.22_00:00:00.txt
FS-2023-007,63.1,-12.5,1305,2023-06-29.7,7.7,2023-06-22.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.22_00:00:00.txt
FS-2023-008,50.1,26.3,849,2023-06-30.9,8.9,2023-06-22.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.22_00:00:00.txt
FS-2023-003,139.9,14.2,317,2023-06-23.4,1.4,2023-06-22.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.22_12:00:00.txt
FS-2023-005,107.0,-0.4,2509,2023-06-25.9,3.9,2023-06-22.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.22_12:00:00.txt
FS-2023-006,81.8,25.8,2280,2023-06-27.9,5.9,2023-06-22.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.22_12:00:00.txt
FS-2023-007,62.3,-12.5,1363,2023-06-29.3,7.3,2023-06-22.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.22_12:00:00.txt
FS-2023-008,48.1,25.2,1280,2023-06-30.5,8.5,2023-06-22.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.22_12:00:00.txt
FS-2023-003,129.1,13.6,37,2023-06-24.7,1.7,2023-06-23.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.23_00:00:00.txt
FS-2023-005,108.6,-3.2,2120,2023-06-26.2,3.2,2023-06-23.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.23_00:00:00.txt
FS-2023-006,74.0,26.9,3225,2023-06-29.0,6.0,2023-06-23.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.23_00:00:00.txt
FS-2023-007,64.7,-14.3,1496,2023-06-29.6,6.6,2023-06-23.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.23_00:00:00.txt
FS-2023-008,41.2,24.9,325,2023-07-01.5,8.5,2023-06-23.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.23_00:00:00.txt
FS-2023-003,128.3,7.6,102,2023-06-24.3,1.3,2023-06-23.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.23_12:00:00.txt
FS-2023-005,106.3,0.1,2038,2023-06-25.9,2.9,2023-06-23.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.23_12:00:00.txt
FS-2023-007,63.8,-14.1,1594,2023-06-29.2,6.2,2023-06-23.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.23_12:00:00.txt
FS-2023-006,62.8,26.6,3943,2023-06-29.4,6.4,2023-06-23.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.23_12:00:00.txt
FS-2023-008,42.5,26.0,99,2023-06-30.9,7.9,2023-06-23.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.23_12:00:00.txt
FS-2023-003,128.3,7.6,64,2023-06-24.8,0.8,2023-06-24.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.24_00:00:00.txt
FS-2023-005,108.1,-3.6,1372,2023-06-26.3,2.3,2023-06-24.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.24_00:00:00.txt
FS-2023-006,62.8,27.8,3954,2023-06-29.9,5.9,2023-06-24.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.24_00:00:00.txt
FS-2023-007,61.4,-14.0,2005,2023-06-29.9,5.9,2023-06-24.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.24_00:00:00.txt
FS-2023-003,128.9,7.8,125,2023-06-24.2,0.2,2023-06-24.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.24_12:00:00.txt
FS-2023-005,105.2,1.2,1219,2023-06-26.0,2.0,2023-06-24.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.24_12:00:00.txt
FS-2023-006,58.9,27.2,3871,2023-06-29.6,5.6,2023-06-24.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.24_12:00:00.txt
FS-2023-007,56.7,-14.4,2633,2023-06-29.7,5.7,2023-06-24.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.24_12:00:00.txt
FS-2023-009,342.6,-21.6,406,2023-07-05.5,11.5,2023-06-24.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.24_12:00:00.txt
FS-2023-005,101.4,-3.3,1134,2023-06-26.8,1.8,2023-06-25.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.25_00:00:00.txt
FS-2023-006,56.6,26.8,3276,2023-06-30.3,5.3,2023-06-25.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.25_00:00:00.txt
FS-2023-007,55.9,-14.5,2660,2023-06-30.3,5.3,2023-06-25.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.25_00:00:00.txt
FS-2023-009,343.0,-21.2,775,2023-07-06.0,11.0,2023-06-25.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.06.25_00:00:00.txt
